nombre,cuenta,username,followers,engagementRate
Santiago Ramundo,https://www.instagram.com/santiramundo,santiramundo,"470,408",4%
Emily Lucius,https://www.instagram.com/emilylucius,emilylucius,"470,022",3.70%
eleowexler,https://www.instagram.com/eleowexler,eleowexler,"469,184",2.30%
NATI SAAL,https://www.instagram.com/natisaal,natisaal,"467,223",0.80%
Anto Cavalieri,https://www.instagram.com/anto_cavalieri,anto_cavalieri,"462,415",6%
Denise Dumas,https://www.instagram.com/denise_dumas,denise_dumas,"461,611",0.60%
El Alesi,https://www.instagram.com/elalesicumbiaok,elalesicumbiaok,"460,005",2.90%
Belen Gimenez,https://www.instagram.com/belen_giimenez,belen_giimenez,"459,860",13.40%
Yami Safdie,https://www.instagram.com/yamisafdie,yamisafdie,"459,502",8.90%
Gabriela Sari,https://www.instagram.com/gabrielasari,gabrielasari,"458,660",3.70%
Deco Por Dos Mangos,https://www.instagram.com/decopordosmangos,decopordosmangos,"456,997",0.60%
Agus Battioni,https://www.instagram.com/agusbattioni,agusbattioni,"456,343",6.20%
Lucas Martinez Quarta,https://www.instagram.com/chinomartinezquarta96,chinomartinezquarta96,"455,377",12.70%
Nancy Dupláa,https://www.instagram.com/duplaa_nancyok,duplaa_nancyok,"453,850",7.90%
Camila Cavallo,https://www.instagram.com/camilacavallo,camilacavallo,"453,765",3.30%
M҉A҉N҉U҉  V҉I҉A҉L҉E҉,https://www.instagram.com/manuvialeok,manuvialeok,"453,207",2%
Soledad Pastorutti,https://www.instagram.com/sole_pastorutti,sole_pastorutti,"452,478",4.20%
Nicolás de Tracy,https://www.instagram.com/nicolasdetracy,nicolasdetracy,"448,790",2.70%
nardalepes,https://www.instagram.com/nardalepes,nardalepes,"448,697",0.50%
Julio Buffarini,https://www.instagram.com/buffarini07,buffarini07,"442,863",6.80%
Ｌｕｉｆａ Ｇａｌｅｓｉｏ,https://www.instagram.com/luifagalesio9,luifagalesio9,"437,364",2.10%
Marty Dominguez,https://www.instagram.com/iammartyd,iammartyd,"433,170",9.80%
Malenita Guinzburg,https://www.instagram.com/mguinzburg,mguinzburg,"432,187",0.80%
DELFI FERRARI,https://www.instagram.com/delfiferrari,delfiferrari,"431,004",3.50%
Nicolas Paladini,https://www.instagram.com/nicolas_paladini,nicolas_paladini,"430,926",1.90%
Javier Ortega Desio,https://www.instagram.com/javiortegadesio,javiortegadesio,"430,029",4.20%
Sofía Sarkany,https://www.instagram.com/sofia.sarkany,sofia.sarkany,"425,937",0.30%
Julieta Cardinali,https://www.instagram.com/julietacardinali,julietacardinali,"418,031",0.70%
Alexis Sanzi,https://www.instagram.com/aleesanzi,aleesanzi,"411,772",13.90%
B E N J A ⚡️A L F O N S O,https://www.instagram.com/alfonsobenja,alfonsobenja,"408,870",1.20%
Diego Ramos,https://www.instagram.com/diecramos,diecramos,"407,079",3.80%
Juampi Gonzalez️️️,https://www.instagram.com/juampigon,juampigon,"404,060",3.50%
Tomas Oranges 🍊,https://www.instagram.com/tomasoranges,tomasoranges,"403,623",1%
Ricardo Darin,https://www.instagram.com/ricardodarinok,ricardodarinok,"403,563",7.70%
julio El Pitbull,https://www.instagram.com/juliopitbull,juliopitbull,"396,467",4%
Alina Moine,https://www.instagram.com/alinamoine09,alinamoine09,"395,793",3.30%
Agustina Papry Suásquita,https://www.instagram.com/paprykaok,paprykaok,"395,281",5.30%
𝙶𝚄𝚂𝚃𝙰𝚅𝙾 𝙲𝙾𝙽𝚃𝙸,https://www.instagram.com/gusconti,gusconti,"392,457",1.40%
Chantal Abad,https://www.instagram.com/chantalabad,chantalabad,"391,068",1.70%
FUNES MORI OFICIAL,https://www.instagram.com/funesmoriofi,funesmoriofi,"385,865",7.40%
Maria Antonieta Boutique ®,https://www.instagram.com/mariantonietaboutiqueok,mariantonietaboutiqueok,"385,509",0.40%
Santi Maratea,https://www.instagram.com/santimaratea,santimaratea,"383,713",3.90%
Dolores Gortari,https://www.instagram.com/loligortari,loligortari,"382,633",7.30%
ludovico di santo,https://www.instagram.com/ludovicods,ludovicods,"379,901",3%
Agustina Kämpfer,https://www.instagram.com/agustinakampfer,agustinakampfer,"379,588",0.40%
Costa,https://www.instagram.com/costaokis,costaokis,"379,044",1%
Ariel Rodríguez Palacios,https://www.instagram.com/arielrodriguezpalacios,arielrodriguezpalacios,"378,854",0.90%
Gran Berta,https://www.instagram.com/granberta,granberta,"375,938",6.40%
SOL RIVAS,https://www.instagram.com/solcitorivas,solcitorivas,"370,727",7.40%
Coscu Army Oficial,https://www.instagram.com/coscuarmyoficial,coscuarmyoficial,"365,869",12.30%
Francisco Postiglione,https://www.instagram.com/frankkasterx,frankkasterx,"363,452",23.70%
ES FIESTA🎉,https://www.instagram.com/sesalefuerte,sesalefuerte,"360,954",5.70%
🦋,https://www.instagram.com/belupouchan,belupouchan,"359,600",1.30%
EL MENOR MAS MAYOR YOUNG BLOOD,https://www.instagram.com/luchossj,luchossj,"353,457",6.20%
Jenny Martinez,https://www.instagram.com/jennum94,jennum94,"351,077",1.10%
Tomás Fonzi,https://www.instagram.com/fonzista,fonzista,"349,593",2.10%
Joaquin Ochoa,https://www.instagram.com/ochoajoaquin,ochoajoaquin,"345,548",9%
ᴍᴇʟɪɴᴀ ᴘɪᴛʀᴀ,https://www.instagram.com/melinapitra,melinapitra,"345,278",0.50%
Valentina,https://www.instagram.com/valentinaolguin_,valentinaolguin_,"344,781",6.60%
Santiago Saez,https://www.instagram.com/santiagosaez_,santiagosaez_,"344,353",13.50%
Fran Gómez,https://www.instagram.com/ffrangomez,ffrangomez,"342,289",10.80%
Juez Central,https://www.instagram.com/juezcentral,juezcentral,"340,733",8.10%
Laura Esquivel,https://www.instagram.com/laura_esquivel,laura_esquivel,"339,241",3.40%
Sofía Von Wernich,https://www.instagram.com/chulevonwernich,chulevonwernich,"338,953",2.50%
Donato De Santis,https://www.instagram.com/donatodesantis,donatodesantis,"338,860",0.60%
EAT CLEAN 🍏,https://www.instagram.com/eatcleanok,eatcleanok,"338,729",0.70%
Mili Masini,https://www.instagram.com/milimasini,milimasini,"337,211",6.40%
Dolores Fonzi,https://www.instagram.com/lolafonca,lolafonca,"336,986",2.80%
Quechuchomanucho,https://www.instagram.com/quechuchomanucho,quechuchomanucho,"333,247",3.10%
🅜🅐🅝🅤 🅟🅐🅛,https://www.instagram.com/manu.pal,manu.pal,"332,357",1.40%
Delfina Roig,https://www.instagram.com/delfinaroig,delfinaroig,"331,479",6.90%
brisa,https://www.instagram.com/brichudominguez_,brichudominguez_,"330,489",16.10%
Diego Schwartzman,https://www.instagram.com/dieschwartzman,dieschwartzman,"329,681",7.70%
Nazareno Casero,https://www.instagram.com/caseronazareno,caseronazareno,"329,277",3.50%
Hecatombe! Producciones ®,https://www.instagram.com/hecatombeok,hecatombeok,"329,158",6.80%
Marcos Cabrera,https://www.instagram.com/marcoscabrera13,marcoscabrera13,"325,028",2.50%
Sebastian Pérez Cardona,https://www.instagram.com/perezsebastian14,perezsebastian14,"319,230",4.90%
Vαℓєитιиα Rαмαℓℓσ,https://www.instagram.com/valuramallo,valuramallo,"316,015",1.90%
Gabo Usandivaras,https://www.instagram.com/gabousandivaras,gabousandivaras,"315,909",1.30%
Zara Addiction Argentina,https://www.instagram.com/zaraaddictionargentina,zaraaddictionargentina,"313,593",0.80%
Martina Saravia,https://www.instagram.com/tupisaravia,tupisaravia,"313,473",4.80%
Ignacio Saralegui,https://www.instagram.com/nachitosaralegui,nachitosaralegui,"313,464",11.20%
Nazareno Mottola,https://www.instagram.com/nazarenomottola,nazarenomottola,"313,322",1.50%
Pia Shaw❣☺️,https://www.instagram.com/piashaw,piashaw,"310,573",0.40%
Mery🦋,https://www.instagram.com/merygranados,merygranados,"310,025",0.10%
Romina Gaetani,https://www.instagram.com/rominagaetani,rominagaetani,"307,991",0.30%
FLOR TORRENTE,https://www.instagram.com/ftorrente,ftorrente,"306,096",2.50%
Julieta Prandi,https://www.instagram.com/jprandi,jprandi,"303,620",1.60%
Guille Sara,https://www.instagram.com/guillesara,guillesara,"301,780",6.90%
eva bargiela,https://www.instagram.com/evabargiela,evabargiela,"299,694",2%
Jordan Elias,https://www.instagram.com/jordiielias,jordiielias,"297,652",8%
Reina Reech,https://www.instagram.com/reynareechok,reynareechok,"294,043",0.80%
Tiziana Sabatini,https://www.instagram.com/tizianasabatinif,tizianasabatinif,"292,684",9.60%
Lucia Celasco,https://www.instagram.com/lucia_celasco,lucia_celasco,"290,279",4.60%
ғᴇᴅᴇʀɪᴄᴏ ᴍᴏʟɪɴᴀʀɪ,https://www.instagram.com/fdmolinari,fdmolinari,"290,273",1%
mami.albañil,https://www.instagram.com/mami.albanil,mami.albanil,"289,909",1.60%
Florencia Raggi,https://www.instagram.com/florraggi,florraggi,"288,211",0.90%
Tini,https://www.instagram.com/tini_dominguez,tini_dominguez,"286,340",10.50%
MALA PELUQUERIA,https://www.instagram.com/malapeluqueria,malapeluqueria,"285,060",0.10%
Alejandro Fantino,https://www.instagram.com/fantinofantino,fantinofantino,"283,671",0.40%
Dustin Luke,https://www.instagram.com/thedustinluke,thedustinluke,"281,301",3%
J͙U͙L͙I B͙A͙R͙T͙O͙L͙O͙M͙E͙,https://www.instagram.com/julibartolome,julibartolome,"281,298",2.80%
Valeria Mazza,https://www.instagram.com/valeriamazzaok,valeriamazzaok,"280,359",1.50%
THB by Flor Fernández,https://www.instagram.com/thehealthyblogger,thehealthyblogger,"278,380",1.10%
Naty Franzoni,https://www.instagram.com/natyfranz,natyfranz,"276,506",1.90%
"Deco, Hogar y Cosas Lindas",https://www.instagram.com/decolookbook,decolookbook,"274,970",0.70%
Fernando Burlando,https://www.instagram.com/burlandofernando,burlandofernando,"274,117",1.30%
Laurita Laprida,https://www.instagram.com/lulilapri,lulilapri,"273,980",3.40%
Juliana Lopez May,https://www.instagram.com/julianalopezmay,julianalopezmay,"272,994",0.90%
Santi Talledo,https://www.instagram.com/santitalledo,santitalledo,"269,901",2.10%
Meri Deal,https://www.instagram.com/merideal,merideal,"269,316",6.20%
#SerUniversitario,https://www.instagram.com/seruniversitario,seruniversitario,"268,912",8.10%
Maria Sol,https://www.instagram.com/mariasolmessi,mariasolmessi,"267,681",3.70%
Camilo Mayada,https://www.instagram.com/camimayada,camimayada,"266,558",11.70%
Julianero⚡️,https://www.instagram.com/julianerosoy,julianerosoy,"264,385",5%
Fede Chuch,https://www.instagram.com/fedechuch,fedechuch,"264,024",4.80%
Augusto Batalla,https://www.instagram.com/abatallaok,abatallaok,"263,434",7.10%
NICOLE LUIS,https://www.instagram.com/nickiluis,nickiluis,"262,450",2.10%
Felipe Colombo,https://www.instagram.com/felipecolombook,felipecolombook,"261,189",0.40%
Panam Oficial,https://www.instagram.com/yosoypanam,yosoypanam,"258,970",0.30%
ναℓєитιиα ѕαℓєzzι,https://www.instagram.com/valentinasalezzi,valentinasalezzi,"258,621",1.70%
Tomboy,https://www.instagram.com/aixagroetzner,aixagroetzner,"258,536",16.80%
Sofia Sanchez de Betak,https://www.instagram.com/chufy,chufy,"255,023",2.20%
Michu,https://www.instagram.com/miamartinez99,miamartinez99,"253,324",8.70%
Jorge Luengo,https://www.instagram.com/negroluengo,negroluengo,"252,336",1.30%
Visit Argentina,https://www.instagram.com/visitargentina,visitargentina,"250,665",1.60%
,https://www.instagram.com/pepo_cumbia_peposa,pepo_cumbia_peposa,"248,935",0.60%
Dolly Monclá.-,https://www.instagram.com/foxdecoblog,foxdecoblog,"248,558",0.90%
KilomboFACK 🇦🇷,https://www.instagram.com/el_kilombofack,el_kilombofack,"244,794",9.30%
Agustin Reyero,https://www.instagram.com/agusreyero1,agusreyero1,"240,537",5.10%
Angie Balbiani,https://www.instagram.com/angelesbalbiani,angelesbalbiani,"239,980",1.20%
Vane Butera,https://www.instagram.com/vane_butera,vane_butera,"239,796",0.60%
Estefi Colombo,https://www.instagram.com/esteficolombo,esteficolombo,"236,309",3.10%
Coty Crotto & Maru Gándara 🐒❤️,https://www.instagram.com/muymona,muymona,"236,068",0.80%
Barbie Simons,https://www.instagram.com/barbiesimonsok,barbiesimonsok,"235,904",0.40%
Florencia Otero,https://www.instagram.com/flootero,flootero,"235,234",3%
Violeta,https://www.instagram.com/viole_narvay,viole_narvay,"235,119",19.10%
Julieta Ortega 🌻,https://www.instagram.com/petitjotao,petitjotao,"234,804",1%
Agustina D'Andraia,https://www.instagram.com/agusdandri,agusdandri,"234,431",0.70%
Pame Stupia,https://www.instagram.com/fdoficial,fdoficial,"233,446",4.80%
N͙A͙I͙ A͙W͙A͙D͙A,https://www.instagram.com/naiawada,naiawada,"232,366",0.80%
Lucha,https://www.instagram.com/aymarlucha,aymarlucha,"230,888",2.50%
Jorgito Moliniers,https://www.instagram.com/jorgitomoliniers,jorgitomoliniers,"229,365",1.80%
Diego Latorre,https://www.instagram.com/dflatorre,dflatorre,"228,978",2.90%
Emmanuel Mas,https://www.instagram.com/emmamasok,emmamasok,"226,491",8.90%
sebastianortega1,https://www.instagram.com/sebastianortega1,sebastianortega1,"225,566",5.80%
Cristina Perez,https://www.instagram.com/cris_noticias,cris_noticias,"224,686",0.50%
Daniela Aita,https://www.instagram.com/dakyta_,dakyta_,"223,836",1.70%
Dolores Barreiro,https://www.instagram.com/dolibar,dolibar,"223,466",0.80%
Maria Vazquez,https://www.instagram.com/mariavqz1,mariavqz1,"223,013",1.50%
Las Pochis,https://www.instagram.com/laspochisok,laspochisok,"220,062",1.30%
Agus Albertario,https://www.instagram.com/agusalbertario,agusalbertario,"219,249",7.60%
Christophe Krywonis,https://www.instagram.com/mundochristophe,mundochristophe,"218,046",2.20%
"Cocina fácil, sana y práctica",https://www.instagram.com/unblogderecetas,unblogderecetas,"217,975",1.40%
Paula Kohan,https://www.instagram.com/paulakohan,paulakohan,"217,165",0.90%
т o м ı 👑,https://www.instagram.com/tomiandrade8,tomiandrade8,"216,673",12.90%
Gonzalo Maroni,https://www.instagram.com/gonmaroni,gonmaroni,"214,690",16.10%
Sofia Pachano,https://www.instagram.com/sofipachano,sofipachano,"212,712",3.90%
ximena_saenz,https://www.instagram.com/ximena_saenz,ximena_saenz,"212,344",1.70%
Manuela Lorenzo,https://www.instagram.com/come.consciente,come.consciente,"212,099",0.70%
Dali Martinelli,https://www.instagram.com/dalimartinelli,dalimartinelli,"210,922",1.60%
Mina Bonino,https://www.instagram.com/minabonino,minabonino,"210,423",4.20%
Flor Ventura,https://www.instagram.com/florventuraok,florventuraok,"209,549",1.90%
ᴀ ɢ ᴜ s ᴛ ɪ ɴ ᴀ  ᴄ ᴏ ʀ ᴅ ᴏ ᴠ ᴀ,https://www.instagram.com/agustinacordova,agustinacordova,"206,284",1.70%
Matilda Blanco,https://www.instagram.com/matildablanco,matildablanco,"205,237",1%
Lola Latorre,https://www.instagram.com/lolitalatorre,lolitalatorre,"203,726",8.10%
PIA,https://www.instagram.com/piaslapka,piaslapka,"200,300",1.90%
Meli Garat,https://www.instagram.com/meligarat,meligarat,"200,199",4.20%
Anita Gonzalez,https://www.instagram.com/anitagonzalezg,anitagonzalezg,"199,742",1.30%
LAS PEPAS ® ❣,https://www.instagram.com/laspepasinst,laspepasinst,"199,695",0.20%
- JULI JANKU -,https://www.instagram.com/julijankunas,julijankunas,"198,534",19.80%
P I L A R σfι¢ιαℓ 🌹,https://www.instagram.com/pimujica,pimujica,"198,199",10.20%
Ariel Mauricio Rojas,https://www.instagram.com/arichinorojasok,arichinorojasok,"197,237",5.90%
DĪE₲ØĿEU₵Ø 👊🏼⚡,https://www.instagram.com/dieleuco,dieleuco,"196,473",2.50%
valentin grimaldi,https://www.instagram.com/cookgrimaldi,cookgrimaldi,"195,158",1.40%
cocinarencasa,https://www.instagram.com/cocinarencasa,cocinarencasa,"194,904",1.40%
Nico Sánchez,https://www.instagram.com/nicofsanchezz,nicofsanchezz,"191,451",6.10%
La Planchetta,https://www.instagram.com/la_planchetta,la_planchetta,"190,675",0.60%
Agustin Creevy,https://www.instagram.com/agustincreevy,agustincreevy,"188,612",6%
Ignacio Viale,https://www.instagram.com/viale.nacho,viale.nacho,"187,771",1.50%
latoscano1ra Actriz.,https://www.instagram.com/latoscano1ra,latoscano1ra,"186,857",0.40%
Candela Sanchez Fourgeaux,https://www.instagram.com/candelasanchezf,candelasanchezf,"186,804",2.60%
Leandro Cristobal,https://www.instagram.com/lelecristobal,lelecristobal,"184,994",2.30%
Marcelo Benedetto,https://www.instagram.com/m_benedetto,m_benedetto,"183,194",2.40%
Mish Knowles,https://www.instagram.com/mishkease,mishkease,"183,044",1.90%
Marcos Di Palma Oficial,https://www.instagram.com/marcosdipalmaoficial,marcosdipalmaoficial,"182,117",4.20%
Mauricio Asta,https://www.instagram.com/mauricioasta,mauricioasta,"179,866",1%
Ｂａｒｂａｒａ  Ｐｅｒｅｚ,https://www.instagram.com/barbaraperezw,barbaraperezw,"176,446",5.70%
Majo Granatto,https://www.instagram.com/majogranatto,majogranatto,"175,089",8.70%
Judi Kovalovsky,https://www.instagram.com/judikova,judikova,"174,169",0.40%
Martín Garabal,https://www.instagram.com/martingarabal,martingarabal,"173,588",8.40%
Javier Pinola,https://www.instagram.com/javierpinola25,javierpinola25,"172,103",8.80%
Bruno Zuculini,https://www.instagram.com/brunozuculini5,brunozuculini5,"171,895",10.70%
Cristian Urrizaga,https://www.instagram.com/cristianurrizaga,cristianurrizaga,"171,663",6.60%
Juan Marconi,https://www.instagram.com/marconijuan,marconijuan,"171,528",2.40%
Duval Goltz,https://www.instagram.com/duvalgoltz,duvalgoltz,"169,208",8.10%
Chris Petersen,https://www.instagram.com/cmppetersen,cmppetersen,"166,328",1%
Paula Pareto,https://www.instagram.com/paupareto,paupareto,"166,113",5.10%
Felicitas Pizarro,https://www.instagram.com/felipizarro,felipizarro,"165,752",2.30%
Ronnie Arias,https://www.instagram.com/ronaldo1ro,ronaldo1ro,"165,517",1.60%
Comer Sano es Facil,https://www.instagram.com/mamasanablog,mamasanablog,"164,121",0.60%
Mauro Colagreco,https://www.instagram.com/maurocolagreco,maurocolagreco,"163,978",3.40%
Mario Pergolini,https://www.instagram.com/mpergoliniok,mpergoliniok,"161,281",2.40%
T͟I͟T͟I͟ V͟A͟Z͟Q͟U͟E͟Z͟,https://www.instagram.com/titinavaz,titinavaz,"159,326",1.10%
• A M I R A •,https://www.instagram.com/amirachediak,amirachediak,"158,818",8.20%
Karina Gao,https://www.instagram.com/monpetitglouton,monpetitglouton,"158,170",1.80%
Decoracion - Lifestyle,https://www.instagram.com/mercado_decoracion,mercado_decoracion,"158,128",0.90%
Florencia Dafne Raele,https://www.instagram.com/beautyfreak.room,beautyfreak.room,"157,932",0.50%
Pedro Lambertini,https://www.instagram.com/pedrolambertini,pedrolambertini,"157,528",1.40%
EL CIRCULO,https://www.instagram.com/elcirculo_ok,elcirculo_ok,"155,584",6.50%
Basta De Todo,https://www.instagram.com/bastatodo,bastatodo,"155,396",0.70%
Tomy Rojas⚡️,https://www.instagram.com/tomas.rojass,tomas.rojass,"155,056",8.70%
GZ,https://www.instagram.com/gonzovizan,gonzovizan,"154,780",1.40%
Nico Lorenzon,https://www.instagram.com/nlorenzon,nlorenzon,"152,911",10.40%
Marcelo Saracchi,https://www.instagram.com/cheloosaracchi,cheloosaracchi,"151,259",7.50%
Ignacio Figueras,https://www.instagram.com/nachofigueras,nachofigueras,"150,559",1.80%
Gabriel Machado,https://www.instagram.com/machadito1,machadito1,"150,509",0.50%
Sol Gaschetto,https://www.instagram.com/solgaschetto,solgaschetto,"150,484",4.40%
A n d r e a  B u r s t e n,https://www.instagram.com/andybursten,andybursten,"149,695",3.70%
Srta.Bimbo,https://www.instagram.com/srtabimbo,srtabimbo,"149,276",2.40%
Being Healthy❤️🥑,https://www.instagram.com/being.healthyy,being.healthyy,"149,168",0.70%
Matias Portillo,https://www.instagram.com/matiporti,matiporti,"149,122",1.40%
german tripel,https://www.instagram.com/tripa_german,tripa_german,"147,384",2%
Charly Alberti,https://www.instagram.com/charlyalberti,charlyalberti,"145,977",0.80%
Agustin Sullivan,https://www.instagram.com/agustin_sullivan,agustin_sullivan,"143,696",3.70%
joe,https://www.instagram.com/chatrucjose2,chatrucjose2,"142,405",0.70%
Flavia A Palmiero,https://www.instagram.com/flapalmiero,flapalmiero,"140,860",0.40%
Diego Ramos,https://www.instagram.com/diegocesaramos,diegocesaramos,"139,783",
Julieta Rochinas,https://www.instagram.com/greencook,greencook,"138,795",0.50%
Jonas Gutierrez,https://www.instagram.com/galgojonas,galgojonas,"137,406",4%
Carlitos Auzqui,https://www.instagram.com/auzqui91,auzqui91,"137,064",3.80%
JUANA Rodriguez Abadíe 🇦🇷,https://www.instagram.com/juarodriguez,juarodriguez,"135,134",3%
Carina Michelli.Lifestyle.Deco,https://www.instagram.com/carina.michelli,carina.michelli,"134,066",0.90%
Dolli Irigoyen,https://www.instagram.com/dolliirigoyen,dolliirigoyen,"133,599",1.90%
Te Lo Dije Nena,https://www.instagram.com/telodijenena,telodijenena,"132,812",0.50%
soloparami,https://www.instagram.com/soloparami,soloparami,"130,937",0.90%
Maximiliano Van Oyen,https://www.instagram.com/cookvanoyen,cookvanoyen,"130,937",2.50%
ց մ í ӏ ӏ ҽ ɾ ʍ յ ղ ɑ,https://www.instagram.com/guillecamicha,guillecamicha,"130,599",26.60%
FABIAN,https://www.instagram.com/medinaflores,medinaflores,"129,896",0.60%
Nicolás Cayetano,https://www.instagram.com/nicocayeta,nicocayeta,"129,525",1.70%
Facundo Ambrosioni,https://www.instagram.com/facuambrosioniok,facuambrosioniok,"129,458",5%
MUYLIEBRE,https://www.instagram.com/muyliebre,muyliebre,"129,395",3.80%
TROK,https://www.instagram.com/ftrocca,ftrocca,"129,203",1%
Sabrina Onorato 🇦🇷 🇮🇹,https://www.instagram.com/sabrina.recetas,sabrina.recetas,"129,186",1.40%
Clota,https://www.instagram.com/clotadecoblog,clotadecoblog,"127,225",0.70%
Elle 🚀,https://www.instagram.com/palmaagustina,palmaagustina,"126,661",5.30%
Guido Pella,https://www.instagram.com/guido_pella,guido_pella,"125,609",19.80%
oli grunewald ✨,https://www.instagram.com/oliviawald_,oliviawald_,"125,267",10.90%
🅐🅖🅤🅢  🅡🅐🅜🅞🅢 🅜🅔🅙🅘🅐🦄,https://www.instagram.com/look_connected,look_connected,"124,854",1.40%
Pablo Massey,https://www.instagram.com/pablomassey,pablomassey,"124,173",1%
Roxy Vazquez,https://www.instagram.com/roxyvazquezok,roxyvazquezok,"123,768",4.30%
⚡️Jua Repetto ⚡️Vicky Gils,https://www.instagram.com/mammaminas,mammaminas,"122,901",3.90%
A n i t a   T h o m a s,https://www.instagram.com/anitathomasph,anitathomasph,"122,519",2.90%
Roberto Petersen,https://www.instagram.com/robertopetersen_,robertopetersen_,"121,031",1.50%
Juan Manuel Urtubey,https://www.instagram.com/urtubeyjm,urtubeyjm,"120,861",0.50%
Alexis Moyano,https://www.instagram.com/_alexismoyano,_alexismoyano,"120,700",16.50%
Ale Sanzi,https://www.instagram.com/aleesanzi2,aleesanzi2,"120,455",14.40%
Tucu López,https://www.instagram.com/tuculopez,tuculopez,"120,308",4.60%
Julieta Pink,https://www.instagram.com/pinkjulieta,pinkjulieta,"119,502",2.30%
Facundo Roncaglia,https://www.instagram.com/facuroncaglia10,facuroncaglia10,"119,310",2%
Pau Kerikian,https://www.instagram.com/goclean.now,goclean.now,"118,907",1.90%
• M A R T A •,https://www.instagram.com/martaminujin,martaminujin,"118,836",1.20%
Lic 👉  @sofideelias.ar,https://www.instagram.com/sofi.deli,sofi.deli,"118,772",1.40%
Dan Breitman,https://www.instagram.com/danbreitmanok,danbreitmanok,"118,391",1.90%
🌹VICTORIA🌹,https://www.instagram.com/vic_saravia,vic_saravia,"118,379",2.20%
Juan Ignacio Chela 🎾,https://www.instagram.com/juanichela,juanichela,"117,921",3.40%
#LOOKEA,https://www.instagram.com/lookea.me,lookea.me,"117,421",1.20%
Virginia Da Cunha,https://www.instagram.com/virginiadacunha,virginiadacunha,"117,266",0.60%
Paz cornu,https://www.instagram.com/pazcornuok,pazcornuok,"116,078",0.70%
ᴍᴜɴɪ,https://www.instagram.com/soymuni,soymuni,"116,009",1.50%
Ｋ Ａ Ｈ Ｌ É,https://www.instagram.com/kahlemakeup,kahlemakeup,"115,174",0.60%
Natalia Simon,https://www.instagram.com/nataliaasimon,nataliaasimon,"114,068",2.40%
Pasión Chic®,https://www.instagram.com/pasion.chic,pasion.chic,"113,244",0.30%
Agustín Canapino 🇦🇷,https://www.instagram.com/agustincanapino,agustincanapino,"113,074",3.30%
Martin Souto,https://www.instagram.com/soutomartinoficial,soutomartinoficial,"113,047",2.30%
Triana Angelina,https://www.instagram.com/serfitnessoficial,serfitnessoficial,"112,053",1.20%
Fernando Gonzalez,https://www.instagram.com/fergonzalezel,fergonzalezel,"111,951",1.80%
Juan Andrés Ferrara,https://www.instagram.com/juanferraracocina,juanferraracocina,"111,786",1%
Rodolfo Aquiles Pirovano,https://www.instagram.com/rpirovano,rpirovano,"110,451",3%
paula montenegro,https://www.instagram.com/paulampics,paulampics,"110,004",1.40%
Abril Sanchez,https://www.instagram.com/abrilsanchez1,abrilsanchez1,"109,788",4.40%
Juan Martín Hernández,https://www.instagram.com/juanmh7,juanmh7,"109,770",4%
LoMakeUp® by Lorena Rincon,https://www.instagram.com/lomakeup,lomakeup,"108,461",0.50%
ROMINA GIARDINA,https://www.instagram.com/momigiardina,momigiardina,"108,424",3.30%
Deborah de Corral,https://www.instagram.com/deborahdecorral,deborahdecorral,"108,319",1.80%
Mariela Fernández,https://www.instagram.com/marufernandez_,marufernandez_,"108,318",2%
Angie Cadenas,https://www.instagram.com/angiecadenas,angiecadenas,"108,012",3.70%
The Organization Wiz ®,https://www.instagram.com/theorganizationwiz,theorganizationwiz,"105,676",0.90%
Valentina,https://www.instagram.com/valenmartinezf,valenmartinezf,"104,309",15.20%
Juan Manuel Herrera,https://www.instagram.com/juanmanuelherrera1,juanmanuelherrera1,"104,192",4.70%
COMPAÑÍA BOTÁNICA®,https://www.instagram.com/ciabotanica,ciabotanica,"103,805",0.80%
⭐️Ana-Lucía Blaksley⭐️,https://www.instagram.com/siempreluli,siempreluli,"103,673",4.30%
Flor Pereira,https://www.instagram.com/flopereira,flopereira,"103,605",0.80%
¿Y ahora que me pongo?®,https://www.instagram.com/yahoraquemepongo,yahoraquemepongo,"102,508",0.60%
L u l i   T o r n,https://www.instagram.com/lulitorn,lulitorn,"102,449",3.80%
Soy Un Mix,https://www.instagram.com/soyunmix,soyunmix,"101,852",2.30%
Pancha ❤️,https://www.instagram.com/franchubavio,franchubavio,"100,857",6%
Aquiles Pirovano,https://www.instagram.com/jacktheartist,jacktheartist,"100,577",2.70%
Alan Disavia,https://www.instagram.com/alandisavia,alandisavia,"99,355",2.70%
Karina Mazzocco,https://www.instagram.com/karinamazzocco,karinamazzocco,"99,319",0.90%
Ceci Saia ✈️,https://www.instagram.com/cecisaia,cecisaia,"96,886",5.10%
Maria Pilar Campoy,https://www.instagram.com/pilucampoy,pilucampoy,"96,647",3.10%
Edith Hermida,https://www.instagram.com/edithhermida,edithhermida,"96,469",2%
Marou Rivero,https://www.instagram.com/marourivero,marourivero,"95,944",1%
Damian De Santo,https://www.instagram.com/soy_desantodd,soy_desantodd,"95,501",2.30%
M a r i  n a   S e ñ u k 🌟,https://www.instagram.com/marinasenuk,marinasenuk,"95,449",2.40%
Jimena La Torre,https://www.instagram.com/jimena_la_torre,jimena_la_torre,"95,138",0.40%
Agustina Marzari Bobbio,https://www.instagram.com/imqueena_,imqueena_,"94,804",2.10%
Manu Durañona,https://www.instagram.com/manuduranona,manuduranona,"94,584",0.60%
